amount,default,duration,foreign,gender,job,owner,single
0.685,1,25,1,1,2,0,0
1.767,0,37,1,0,2,1,1
1.754,0,25,1,1,2,1,0
2.855,0,38,1,0,3,1,1
1.936,0,67,1,1,2,1,0
2.466,1,25,1,0,2,1,1
0.970,0,60,1,0,2,1,1
0.705,0,31,1,0,2,1,1
0.418,1,23,1,1,2,1,0
3.234,0,60,1,0,3,1,0
0.970,0,35,1,0,2,1,1
1.337,0,40,1,0,2,1,1
1.375,0,38,1,0,2,1,1
3.112,1,50,1,0,2,0,1
2.999,1,27,1,0,2,1,1
0.594,1,39,1,1,2,1,0
3.156,0,41,1,0,3,1,1
0.610,0,27,1,0,2,1,0
1.446,0,51,1,0,2,0,0
1.531,0,32,1,0,2,0,1
1.150,0,22,1,1,2,0,0
3.755,1,51,1,0,2,0,1
0.629,0,22,1,1,2,0,0
0.358,0,54,1,0,2,1,0
0.774,0,35,1,0,1,1,1
0.798,0,54,1,0,2,0,1
0.897,0,48,1,1,2,0,0
2.136,0,24,1,1,2,1,0
0.488,0,35,1,0,2,1,1
3.736,0,24,1,1,1,0,0
4.635,1,24,1,0,2,1,1
0.295,0,26,0,0,2,1,0
0.465,0,65,1,0,2,1,1
4.641,0,55,1,0,3,0,1
0.889,1,26,1,1,1,0,0
0.453,0,26,1,0,2,1,0
0.242,0,28,1,0,2,1,0
4.814,1,24,1,0,2,1,1
1.525,1,54,1,0,2,1,1
1.965,1,46,1,0,2,0,1
3.716,0,54,1,1,2,0,0
0.669,0,62,1,0,2,1,0
0.777,0,24,1,1,2,0,0
7.928,0,43,1,0,3,1,0
0.672,1,26,1,0,2,1,0
0.550,0,27,1,0,2,1,0
1.508,0,24,1,0,2,1,0
1.356,1,41,1,0,2,1,1
0.365,0,47,1,0,2,1,1
1.890,0,35,1,0,3,1,0
0.801,0,30,1,0,2,1,0
1.983,1,33,1,1,2,0,0
2.082,1,36,1,0,2,1,1
4.167,1,47,1,0,2,0,1
3.340,0,38,1,0,2,0,1
1.187,0,44,1,0,2,1,1
0.608,1,23,1,1,2,0,0
5.908,1,29,1,0,2,0,1
2.542,0,42,1,1,2,1,0
1.163,1,25,1,1,2,1,0
0.541,1,48,1,0,2,1,1
0.443,0,21,1,1,2,1,0
0.300,0,23,1,1,2,0,0
1.478,0,63,1,0,2,1,1
1.305,0,46,1,0,2,1,0
2.589,1,29,1,0,2,1,1
1.496,0,28,1,0,2,1,1
0.971,1,23,1,1,2,1,0
0.779,0,50,1,0,2,1,1
1.711,0,47,1,0,2,1,1
1.988,0,35,1,0,2,1,1
3.380,1,68,1,0,2,0,1
0.624,0,28,1,0,2,1,0
0.682,0,59,1,0,2,1,1
0.354,1,57,1,0,2,1,1
1.117,1,33,0,0,2,0,0
2.021,0,43,1,0,2,1,1
0.735,0,35,1,0,2,0,1
0.721,1,32,1,0,2,0,1
5.437,0,45,1,0,2,1,1
0.737,0,33,1,0,2,1,0
0.447,0,40,1,1,2,1,0
1.671,0,28,1,0,2,0,1
1.979,1,29,1,1,2,1,0
1.788,0,26,0,0,2,0,1
2.902,0,27,1,0,2,1,1
1.084,1,28,1,0,2,1,0
1.219,1,35,1,1,2,1,0
2.263,0,32,1,0,2,1,1
1.105,1,25,1,0,2,0,1
1.110,0,20,1,1,2,0,0
1.194,0,27,1,1,2,1,0
1.665,0,42,1,0,2,1,1
3.704,0,37,1,0,2,1,1
0.326,0,24,1,1,2,0,0
3.839,0,40,1,1,2,1,0
0.671,0,46,0,0,2,1,1
0.691,0,26,1,0,2,1,1
0.437,0,24,1,1,2,1,0
1.795,0,29,1,0,2,1,1
0.661,0,40,1,1,2,1,0
0.970,0,36,1,0,3,0,1
1.797,0,28,1,0,2,1,1
0.711,1,27,1,0,3,0,1
3.371,0,36,1,0,2,1,1
3.907,0,38,1,0,3,1,1
4.638,0,48,1,0,2,0,0
1.090,0,36,1,0,2,1,1
0.549,0,65,1,1,1,1,0
2.028,1,43,1,0,2,1,0
0.397,1,53,1,1,2,1,0
1.412,0,34,1,0,2,1,1
7.836,1,23,1,0,2,1,1
3.307,0,34,1,0,3,1,1
3.912,0,40,1,0,2,0,1
1.221,0,43,1,0,3,1,1
0.914,0,46,1,0,2,1,1
1.085,0,38,0,0,2,1,1
2.900,0,34,1,0,2,1,1
0.584,0,29,1,0,2,1,1
4.473,0,31,1,0,3,1,1
1.303,0,28,1,1,3,0,0
0.796,0,35,0,1,2,1,0
1.093,0,33,1,1,2,0,0
2.076,1,42,1,0,2,1,1
1.312,1,43,1,0,2,0,1
1.742,0,44,1,0,2,1,0
5.238,0,42,1,0,2,0,1
0.693,0,40,1,0,2,0,0
0.639,0,36,1,0,3,1,1
0.553,0,20,1,0,3,0,1
1.881,0,24,0,0,2,1,1
1.855,0,27,1,0,2,1,0
1.797,0,46,1,1,2,1,0
1.597,0,33,1,1,2,1,0
2.227,0,34,1,1,2,1,0
2.368,1,25,1,1,2,1,0
1.495,0,25,1,1,2,1,0
1.071,0,28,1,0,2,1,0
1.580,1,31,1,0,2,0,1
9.212,1,32,0,1,3,1,0
1.424,0,32,1,0,2,1,1
7.448,1,68,1,0,3,1,1
1.179,1,33,1,0,2,1,0
1.672,1,39,1,0,3,0,1
0.908,0,28,1,1,2,1,0
6.374,0,37,1,0,3,1,1
0.683,1,22,1,1,2,0,0
1.001,0,30,1,0,2,0,1
3.436,1,55,1,0,2,1,0
0.348,1,46,1,0,2,1,1
0.524,0,21,1,1,2,0,0
5.148,1,39,1,0,2,0,1
0.933,0,58,1,0,2,1,1
0.672,0,43,1,0,2,1,1
0.873,0,24,0,0,2,1,1
0.835,1,22,1,1,2,1,0
0.612,0,30,1,0,2,1,1
0.261,0,42,1,0,2,1,1
0.749,0,23,1,1,2,1,0
0.959,1,30,1,0,3,1,1
0.372,1,28,1,1,2,1,0
1.031,0,30,1,0,3,0,0
3.144,1,42,1,0,2,0,1
3.421,0,46,1,0,3,1,1
1.763,0,45,1,0,3,1,1
0.773,0,31,0,0,2,1,1
0.464,0,31,1,0,2,1,1
0.727,0,42,1,0,2,1,1
0.922,0,46,1,1,2,0,0
4.179,0,30,1,1,2,1,0
1.674,1,30,1,0,2,0,1
1.429,0,38,1,0,3,1,1
0.766,1,43,1,0,2,1,0
1.810,1,31,1,0,2,1,1
1.795,0,40,1,0,1,1,0
1.072,1,24,1,0,2,1,1
2.056,1,28,1,1,2,0,0
5.487,1,26,1,1,3,1,0
0.946,0,29,1,1,2,1,0
0.615,0,57,1,1,3,0,0
1.828,0,49,1,0,2,1,1
0.577,0,37,1,0,2,1,1
2.003,1,45,1,0,2,1,1
1.534,0,30,1,0,2,0,1
0.870,0,30,1,0,2,0,0
1.176,0,47,1,0,2,1,0
1.778,0,29,1,0,2,1,1
1.198,1,35,1,0,2,1,1
0.227,0,22,1,0,2,1,0
0.857,0,26,1,1,2,1,0
1.260,1,23,1,0,2,1,1
1.784,0,54,1,1,3,0,0
3.583,0,29,1,0,2,0,0
1.969,0,40,1,0,2,1,1
0.757,0,22,1,0,2,1,1
3.696,0,43,1,0,2,1,1
0.596,1,29,1,1,1,0,0
3.648,1,36,1,0,2,0,1
1.415,0,33,1,1,2,1,0
0.629,0,57,1,1,2,1,0
0.376,0,64,1,1,2,1,0
1.213,0,42,1,0,2,1,1
1.269,1,47,1,0,2,1,1
0.632,1,25,1,0,2,0,0
4.193,1,49,1,0,2,1,1
2.422,1,33,1,0,3,0,1
1.461,0,28,1,1,3,1,0
4.114,1,26,1,0,2,1,1
1.014,0,30,1,0,2,1,1
0.716,0,25,1,1,2,0,0
3.144,0,33,1,0,2,1,0
0.704,0,64,1,1,2,1,0
3.289,0,29,1,0,3,0,1
0.871,0,48,1,0,2,1,1
1.782,0,37,1,0,2,1,1
0.784,0,34,1,0,2,1,1
0.968,0,23,1,0,2,0,0
1.979,0,30,1,0,3,1,1
1.195,0,50,1,0,2,1,1
0.868,0,31,1,1,2,1,0
1.928,0,40,1,0,3,1,0
0.402,0,38,1,0,2,1,1
0.922,1,23,1,0,2,0,1
2.288,0,27,1,0,2,1,1
